SMILES,pIC50
CCCS(=O)(=O)Nc1ccc(C)c(Nc2ncnc3cnc(N4CCN(C)CC4)nc23)c1,5.7
Cc1ccc(C(=O)Nc2cc(OCCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,9
COc1cc(-c2ccc3ncnc(Nc4ccc(S(N)(=O)=O)cc4)c3c2)ccc1O,6.225
C[C@H](O)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cccc(NS(C)(=O)=O)c2F)n1,7.55
Cc1ccc(C(=O)Nc2nnc(C(F)(F)F)s2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,6.7
Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCCOCC3)nc12,8.52
CCCS(=O)(=O)Nc1cccc(-c2[nH]c(C3CC3)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1Cl,9.89
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OCCN5CCCC5)nc4)cc23)c1F,8
O=S(=O)(Nc1cc(Sc2ncc[nH]2)c(O)c2ccccc12)c1cccs1,6.845
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccccc3OC(F)(F)F)ccc2[nH]1,7
Cc1ccc(C(=O)Nc2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N3CCCC3)nc12,8.22
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1N(C)c1ncnc2cnc(N3CC[C@H](F)C3)nc12,7.49
CC(C)c1cc(-c2cccc(NC(=O)Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)[nH]n1,5
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1ccc(OC(F)(F)F)cc1,6.21
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(S(C)(=O)=O)c3)ccc2[nH]1,7
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N3CCN(C4CC4)CC3)nc12,8.7
CC(=O)c1ccc(Nc2ccnc(SCC(=O)c3ccc(Cl)cc3)n2)cc1,6.19
CN(CCN1CCCC1)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3Cl)c2n1,8.52
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1,8.69
CN1CCN(c2nc(N)c3ncnc(Nc4ccc(F)c(C(=O)Nc5cc(C(C)(C)C)n[nH]5)c4)c3n2)CC1,6.17
CCNC(=O)N1C2CCC1CC(c1ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn13)C2,8.17
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2c(N)nc(N3CCN4CCCC4C3)nc12,8.7
CC(C)n1nc(C#Cc2cccc3c(Nc4cccc(C(F)(F)F)c4)ncnc23)c2c(N)ncnc21,6.52
COc1cc(-c2c(-c3ccncc3)nn3c(C4CC5CCC(C4)N5)ccnc23)ccc1Cl,8.07
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCN(C6CCN(C)CC6)CC5)nc34)c2)cc1C(F)(F)F,8.4
COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(N5CCOCC5)nc34)c2)cc1C(F)(F)F,8.4
Cc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3c(c2)NC(=O)CO3)c1,7
Cc1ccc(C(=O)Nc2cccc(N(C)C)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,8.4
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCC(N4CCOCC4)CC3)nc12,9
Cc1ccc(C(=O)Nc2ccc(N(C)CCN(C)C)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCC(F)(F)CC3)nc12,8.52
Cc1ccc(C(=O)Nc2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,9
COc1cccc(CN2C(=O)c3ccccc3C2(O)c2ccc3c(c2)NC(=O)CO3)c1,5
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(Cl)cc3)ccc2[nH]1,7
COc1ccc(NC(=O)c2ccc(C)c(N(C)c3ncnc4cnc(N5CC[C@H](F)C5)nc34)c2)cc1C(F)(F)F,7.19
COc1ccc(C(=O)Nc2ccc(OC)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCCCN3CCOCC3)nc12,8.3
O=C(c1cccc(NS(=O)(=O)C2CCCCC2)c1F)c1c[nH]c2ncncc12,5
COc1cc(-c2ccc3nccc(Nc4cc(NS(C)(=O)=O)ccc4F)c3c2)ccc1O,5.375
Cc1ccc(C(=O)Nc2ccc(N(C)CCN(C)C)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCc3cccnc3)nc12,8.7
COc1cc2ncnc(Nc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,7.09
CN1CCCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4C(F)(F)F)c3n2)CC1,7.06
CN(C)CCc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1,7.59
O=S(=O)(NCCCNc1nccc(-n2ccc3cccnc32)n1)c1ccc(F)cc1,6.06
CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)c(=O)[nH]c34)cc2F)n(-c2ccccc2)n1,6.64
COCC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)no1,6.49
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3cc(C)ccc3F)cc2[nH]1,7
Cc1ccc(-c2cc(-c3cccc(NC(=O)c4ccc(C(F)(F)F)c(N5CCOCC5)c4)c3)[nH]n2)cc1,4.8
CN(C)C(=O)Oc1ccc2c(=O)n(Cc3cccc(NS(=O)(=O)Nc4ccccc4)c3F)c(=O)oc2c1,5.79
COC(=O)Nc1nc2cc(C(=O)c3ccccc3C(=O)NOc3ccccc3)ccc2[nH]1,7
COc1ccc(C(=O)Nc2ccc(OC)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCCN3CCOCC3)nc12,8.52
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cccc(Nc2ncccc2-c2ncnc3[nH]cnc23)c1,7.87
Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCC3CCOC3)nc12,9
Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)c2)n(C)n1,6.54
COc1cc(-c2ccc3ncnc(Nc4ccc(F)c(O)c4F)c3c2)ccc1O,8.445
O=C(Nc1cccc(Nc2ncccc2-c2ncnc3[nH]cnc23)c1)c1ccc(Cl)c(C(F)(F)F)c1,8.52
CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(Cl)cc4)ccc3C)CC2)ncn1,8.08
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(S(N)(=O)=O)c3)ccc2[nH]1,7
COc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCCCCC3)nc12,8.52
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,9
C#Cc1cc(C)cc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)c1,7
CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4cccc(C#N)c4)ccc3C)CC2)ncn1,6.84
CCc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc2[nH]ccc2c1,6.44
FC(F)(F)c1ccc2nc(C3C4Oc5ccc(Oc6ccncn6)cc5C43)[nH]c2c1,6.24
Cc1ccc(C(=O)Nc2ccccc2)cc1Nc1ncnc2cnc(N(C)CCN(C)C)nc12,5.7
Cc1ccc(C(=O)NCC2CCOC2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,4.82
COc1cc(C(=O)Nc2cnc(C)c(-c3cc(N4CCOCC4)c(=O)n(C)c3)c2)ccc1F,7.67
COc1n[nH]c2ncc(-c3cn(-c4c(F)ccc(NS(=O)(=O)c5cccc(C)c5)c4F)nn3)cc12,6.34
Cc1ccc(C(=O)Nc2cc(CN3CCCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCc3cccnc3)nc12,9
COCCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)ccc2[nH]1,7
O=C(Nc1cccc(Nc2cc3c(=O)[nH][nH]c(=O)c3cc2Cl)c1)c1cccc(I)c1,8.1
Nc1ncc(-c2cccnc2)c2scc(-c3cccc(NC(=O)NCc4ccccc4)c3)c12,7.68
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cnn(C(C)(C)C)c4)c3)c2cc1OC,5.95
CC(C)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncncc23)c1F,5
Cc1cc2[nH]c(C3[C@H]4c5cc(Oc6ccnc7c6CCC(=O)N7)ccc5O[C@@H]34)nc2cc1F,8.47
Cc1nc(N)cc(-c2cccnc2Nc2cccc(O)c2)n1,6
COc1ccc(C(=O)Nc2ccc(C)c(Nc3ncnc4cnc(N(C)C)nc34)c2)cc1C(F)(F)F,8.52
NS(=O)(=O)c1ccc2[nH]c3cnccc3c2c1,5.6
COc1cc(Nc2cncc(-c3ccc(C(N)=O)cc3)n2)cc(OC)c1OC,5.95
Cc1ccc(C(=O)Nc2cccc(OC(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,9
Cc1ccc(C(=O)Nc2cc(OCCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCC(F)CC3)nc12,8.7
Cc1cncn1-c1cc(C(=O)Nc2cccc(CNc3ccc4c(C(=O)N[C@@H](C)C(N)=O)[nH]nc4c3)c2)cc(C(F)(F)F)c1,5.065
CN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3F)c2n1,9
COc1ccc(S(=O)(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2F)cc1OC,5.92
CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(F)(F)F)c4)ncc3c2)ccn1,6.19
O=C(CCCN1CCCCC1)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(F)cc3)ccc2[nH]1,7
Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CC[S+]([O-])CC3)nc12,8.22
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccc(C)cc3)ccc2[nH]1,6
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)c(Cl)c1,7.92
Fc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1F,6.72
Nc1ncc(-c2cccnc2)c2scc(-c3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)c12,7.78
CN1CCC(COC(=O)Nc2nc3cc(C4(O)c5ccccc5C(=O)N4c4cccc(Cl)c4F)ccc3[nH]2)CC1,7
CN1C2CC(S(=O)(=O)c3ccccc3)C1Cc1cnc3c(-c4ccc(Cl)c(O)c4)c(-c4ccncc4)nn3c12,9.1
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(CF)CF)on4)c3)c2cc1OC,6.96
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(N3CCN(C)CC3)c2)nn1,8.15
COc1ccc(Nc2nccnc2-c2cc(N)nc(C)n2)cn1,6
Cc1ccc(NC(=O)c2ccnc(C(C)(C)C)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1,8.61
O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1)Nc1cc(C(F)(F)F)ccc1Cl,7.41
Cc1ccc(C(=O)Nc2cccc(S(=O)(=O)N(C)C)c2)cc1Nc1ncnc2cnc(N3CCCC3)nc12,8.52
Oc1cccc(-c2c(-c3ccncc3)nn3c(-c4ccc(N[C@@H]5CN6CCC5CC6)cc4)ccnc23)c1,8.82
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(C5=CCN(C)CC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,6.46
CC(C)NC(=O)c1oc2cnccc2c1Nc1ccc2c(c1)CN/C2=N\O,8.28
COc1cc(Cl)cc(-c2nn(-c3cccc(NC(=O)c4ccccc4)c3)cc2-c2ccncc2)c1,5.43
COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)CC4CC4)c3F)cc12,7.77
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(N)c3)ccc2[nH]1,7
O=S(=O)(NCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3sccn23)n1)c1ccc(O)cc1,7.72
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCN(CCN6CCOCC6)CC5)nc34)c2)cc1C(F)(F)F,7.77
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(C5=CCN(C(C)C)CC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,6.53
COc1ccc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(N5CCN(C(C)C)CC5)nc34)c2)cc1C(F)(F)F,8.52
CC(=O)Nc1cc(Oc2ccc3c(c2)nc(Nc2cccc(C(C)C)c2)n3C)ccn1,9.4
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCN(C4CCCC4)CC3)nc12,9
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCC(N4C[C@@H](C)O[C@@H](C)C4)CC3)nc12,8.22
Cc1cc2nc(C3C4Oc5cc(Cl)c(Oc6ccnc7c6CCC(=O)N7)cc5C43)[nH]c2cc1F,6.76
Cc1ccc(C(=O)Nc2cc(CN3CCCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCc3ccncc3)nc12,8.7
Cc1ccc(NS(=O)(=O)CC(F)(F)F)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,5
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5ccc(C#N)c(C(F)(F)F)c5)ccc4C)c3n2)CC1,8.7
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(NCCF)c2)nn1,7.8
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnnc(N2CCOCC2)c1,8.06
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1,8.42
O=C(Nc1cccc(Nc2cc3c(=O)[nH][nH]c(=O)c3cc2Cl)c1)c1cccc(Cl)c1,7.46
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1ccsc1,8.15
Cc1ccc(NC(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1ncccc1-c1ncnc2[nH]cnc12,8.57
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)C3CC3)c2C)n1,6.69
CC(C)c1cccc(NC(=O)c2ccc(Cl)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2)c1,8.09
Cc1ccc(NC(=O)c2ccc(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCNCC3)c2)nn1,9
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)N1CCNCC1,6
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cccc(NS(C)(=O)=O)c2)n1,5.94
Cc1cc(S(=O)(=O)Nc2ccc(F)c(Nc3ncccc3-c3ncnc4[nH]cnc34)c2F)c(C(F)(F)F)o1,7.52
CNc1cc(C2(C(=O)Nc3cccc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3F)CC2)ncn1,6.82
CCc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3c(c2)NC(=O)CO3)c1,7
Cn1cncc1-c1cc2nccc(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)n2n1,7
Cc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2)cc1Nc1ncnc2cnc(N3CCCC3)nc12,7.4
COc1cc(-c2ccc3ncnc(Nc4cccc(S(N)(=O)=O)c4)c3c2)ccc1O,6.36
COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)c4ccco4)c3F)cc12,9.15
O=S(=O)(Nc1ccc(F)c(C#Cc2cnc3[nH]nc(OC4CCCC4)c3c2)c1F)c1cccc(Cl)c1,5
O=C(Nc1ccc2c(c1)OC(F)(F)C(F)(F)O2)c1ncsc1NCc1ccncc1,5.59
CN1CCN(CC(=O)N2N=C(c3cccs3)CC2c2ccco2)CC1,4
COc1cc(Nc2cncc(-c3cccc(NC(C)=O)c3)n2)cc(OC)c1OC,5.45333333
O=C(Nc1cccc(Nc2ccnc(NC(=O)C3CC3)c2)c1)c1ccccc1C(F)(F)F,5
COc1ccc2nc(C3C4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5C43)[nH]c2c1,7.82
CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(-c4ccccc4)c23)c1,8.4
Clc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1,6.54
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCCC5)nc34)c2)cc1C(F)(F)F,8.7
O=C(NCCN1CCCCC1)c1cc(Oc2ccc3nc(Nc4ccc(Br)cc4)ncc3c2)ccn1,5.89
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3cccc(C(F)(F)F)c3)cc2[nH]1,7
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3CC3CCNC3)ccc2[nH]1,6
COc1cc(-c2ccc3ncnc(Nc4cc(O)c(C)cc4F)c3c2)ccc1O,7.165
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(C)cc(C)c3)ccc2[nH]1,7
Cc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,7.74
O=C(c1cccc(Oc2ccccc2)c1)N1N=C(c2cccnc2)CC1c1ccccc1O,6.81
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCCN(C(C)C)CC3)c2)nn1,7.74
CN(C)CCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3Cl)c2n1,9
CNC(=O)c1ccc(Sc2cccc(NC(=S)Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)nc1,6.785
Fc1ccc(Nc2c(-c3ncccn3)oc3cnccc23)c2cn[nH]c12,8.7
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N(C)CC3CCCO3)c2)nn1,7.35
COCCCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5ccc(C(C)(C)C)o5)ccc4C)nn3)c2)CC1,9
COC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cc(N)cc(Cl)c3)cc2[nH]1,7
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(CCO)c1,8.65
Cc1ccc(C(=O)Nc2cc(N3CCCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)CCF)nc12,9
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3cccc(C(F)(F)F)c3)cc2N1,5
CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3[nH]ccc23)c1,8.22
CCOC(=O)N1C2CCC1CC(c1ccnc3c(-c4cccc5[nH]c(=O)[nH]c45)c(-c4ccncc4)nn13)C2,6
Cc1cc(NS(C)(=O)=O)c(Cl)c(-c2[nH]c(C3(C)CC3)nc2-c2ccnc(NCCC#N)n2)c1,9.54
CC1(C)OC[C@@H](COC(=O)Nc2nc3cc(C4(O)c5ccccc5C(=O)N4Cc4ccccc4)ccc3[nH]2)O1,7
Nc1ncc(-c2cccnc2)c2scc(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)c12,8.29
O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,6.64
CN(C)CCOC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1,7
c1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1,6.62
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CC[C@H](F)C5)nc34)c2)cc1C(F)(F)F,8.52
Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,5.7
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)ccc5OC)ccc4C)c3n2)CC1,8.3
O=C(Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1)OCCN1C(=O)CCC1=O,7
CCN(CC)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(OCCN(C)C)cc(C(F)(F)F)c4)ccc3C)c2n1,8.52
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(-c4ccccc4)c3)ccc2[nH]1,6
O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1)OCC1CC1,7
N#Cc1ccnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cccc(F)c4)c3F)c12,8
COc1c(NC(=O)Nc2ccc(-c3ccc(CN4CCOCC4)nc3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O,5.14
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)n1,8.83
COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)C4CC4)c3F)cc12,7.2
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(Cl)cc(NS(C)(=O)=O)c2)n1,9.49
COc1cc(Nc2cncc(Oc3cccc(/C(C)=N/O)c3)n2)cc(OC)c1OC,4.96
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(NC(CO)CO)n1,9.09
O=C(Nc1ccc(Oc2cc(NC(=O)C3CC3)ncn2)c(F)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,7.6
COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc(OC)c1OC,4.3
Cn1nc(C(C)(C)C)cc1C(=O)Nc1cccc(Nc2cc3c(=O)[nH][nH]c(=O)c3cc2Cl)c1,6.53
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cnc(SC)nc4)cc23)c1F,8
O=C(c1cccc(NS(=O)(=O)c2cccnc2)c1F)c1c[nH]c2ncncc12,5
CCCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C(C)(C)C)nc2-c2ccnc(N)n2)c1F,10.1
O=C(c1c(F)ccc(NS(=O)(=O)c2ccccc2F)c1F)c1c[nH]c2ncncc12,5
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OCCN1CCOCC1,7.28
CC(=O)Nc1cn2cc(-c3cc(NC(=O)c4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)ccc2n1,8.3
c1cc(Nc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c2cn[nH]c2c1,6.82
COc1ccc(C(=O)Nc2ccc(OC)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)CCN3CCCC3)nc12,8.52
COc1cc(-c2ccc3ncnc(Nc4cccc(F)c4)c3c2)ccc1O,6.255
CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3ccccc3c2)c1F,5
CC(C)(C)N1CCN(Cc2ccc3cc(C(=O)Nc4cc(NC(=O)c5ccc6c(c5)OCCO6)ccc4Cl)ccc3n2)CC1,5
FC(F)(F)c1ccc2nc(C3C4Oc5ccc(Oc6ncnc7[nH]cnc67)cc5C43)[nH]c2c1,7.25
CCCS(=O)(=O)Nc1ccc(F)c(-c2ccc3cc(NC[C@H](C)NC(=O)OC)ncc3c2)c1F,9.1
O=C(Nc1ccc(Br)cc1)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Br)cc23)c1F,7.1
O=S(=O)(Nc1ccc(F)c(C#Cc2cnc3[nH]ncc3c2)c1F)c1cccc(F)c1,7.17
CC(=O)Nc1nc2cnc(Nc3cc(NC(=O)c4cccc(C5(C#N)CC5)c4Cl)ccc3C)nc2s1,6.98
NC(=O)c1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3c(c2)NC(=O)CO3)c1,6
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3Br)cc2N1,5
CCn1cc(-c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2C)nc(N2CCOCC2)c1=O,9.11
Cn1c(Nc2cc(C(C)(C)C)ccc2F)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,7.38
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3c(F)cccc3F)ccc2[nH]1,7
COc1cc2nccc(Oc3ccc(NC(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)nc3)c2cc1OC,6
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1NC(=O)c1ccccn1,6.24
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(CF)c(-c2ccnc(N3CCOCC3)c2)c1,8.66
COC(=O)N[C@@H](C)CNc1nccc(C2=C(c3cccc(NS(=O)(=O)c4c(F)cccc4F)c3F)C(=O)C(C)(C)O2)n1,7.01
OCc1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,6.315
CC(=O)Nc1cc(Oc2ccc3c(c2)nc(Nc2cccc(C(F)(F)F)c2)n3C)ccn1,8.52
O=S(=O)(Nc1ccc(F)c(C#Cc2cnc3[nH]nc(-c4cccc(Cl)c4)c3c2)c1F)c1cccnc1,6.97
O=C(Nc1ccc(F)c(-c2ccnc3c(-c4cn[nH]c4)cnn23)c1)c1cccc(C(F)(F)F)c1,7.74
N#Cc1ccccc1S(=O)(=O)N1N=C(c2cccnc2)CC1c1ccccc1O,6.35
COc1cc(-c2ccc3ncnc(Nc4ccc(C)cc4F)c3c2)ccc1O,6.2
