Smile,pIC50
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccccn1,6.24
Fc1cc(CN2C3COCC2COC3)ccc1-c1ccnc2c(-c3cccc4[nH]ncc34)c(-c3ccncc3)nn12,9.11
C#CCCC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)cc2[nH]1,7
O=C(c1cccc(NS(=O)(=O)C2CCC2)c1F)c1c[nH]c2ncncc12,5
Cc1ccc(NC(=O)c2cc(C)n(C(C)(C)C)n2)cc1-n1cc(-c2cncc(N3CCN(C4CC4)CC3)c2)nn1,7.51
CC(=O)Nc1cccc(-c2cncc(Nc3ccc(F)c(Cl)c3)n2)c1,4
O=S(=O)(Nc1ccc(F)c(C#Cc2cnc3[nH]nc(C4CC4)c3c2)c1F)c1cccnc1,8
N#Cc1cnc2[nH]cc(C(=O)c3cccc(NS(=O)(=O)c4cccnc4)c3F)c2c1,8
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Br)ccc3F)ccc2[nH]1,7
CNc1ncc2ccc(Oc3cc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)ccc3N)cc2n1,7.18
CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]nc(OC)c3c2)c1,7.21
CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OC(F)(F)C(F)(F)O4)n2)c1,4.41
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3c(Cl)ccc(I)c3C)ccc2[nH]1,7
CCCS(=O)(=O)Nc1ccc(Cl)c(-c2cc3cnc4[nH]ncc4c3cc2OC)c1Cl,7.7
COCCOCC(=O)Nc1nc2ccc(Oc3ccc(F)c(NC(=O)Cc4cccc(C(F)(F)F)c4)c3)c(C#N)c2s1,8.24
Cc1ccc(C(=O)Nc2ccc(N(C)CCN(C)C)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCC3CCOC3)nc12,9
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3cccc(I)c3)cc2[nH]1,7
Cc1ccc(C(=O)Nc2cccc(N(C)C)c2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,9
COc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1OC,6.64
CCC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3ccc(F)cc3)cc2[nH]1,7
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(NC3CCOC3)c2)nn1,7.96
NC(=O)c1cccc(-c2ccc3nccc(Nc4cccc5[nH]ncc45)c3c2)c1,6.955
COC(=O)Nc1nc2cc(C3(O)c4c(F)cccc4C(=O)N3c3c(C)cccc3Cl)ccc2[nH]1,7
CN(C(N)=O)c1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,7
CCOC(=O)N1C2CCC1CC(c1ccnc3c(-c4ccc(F)c5[nH]ncc45)c(-c4ccncc4)nn13)C2,9.4
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCC(CN(C)C)CC5)nc34)c2)cc1C(F)(F)F,9
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(N(C)CC3CCCO3)c2)nn1,7.36
COc1cc(Cl)cc(-c2nn(-c3cccc(NC(=O)Nc4ccccc4)c3)cc2-c2ccncc2)c1,6.31
COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3C(F)(F)F)c2n1,6.82
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCN(CC4CCN(C)CC4)CC3)nc12,8.4
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCC(N6CCCC6)CC5)nc34)c2)cc1C(F)(F)F,8.15
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4ccc(F)c5[nH]ncc45)c(-c4ccncc4)nn23)cc1,9.3
O=C(CCN1CCCCC1)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,7
Cc1ccc(C(=O)NCc2cccc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,7.25
COc1ccc(-c2ccc3ncnc(Oc4cccc(O)c4)c3c2)cc1,6.79
CC(F)(F)c1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2F)c1,8.11
COc1n[nH]c2ncc(-c3nc(-c4c(F)ccc(NS(=O)(=O)c5cccc(Cl)c5)c4F)no3)cc12,6
CCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc(N)cc3cc2OC)c1F,9.1
O=C(Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)cc2[nH]1)C1CC1(F)F,7
Cc1ccc(C(=O)Nc2nnc(C(F)(F)F)s2)cc1Nc1ncnc2cnc(N3CC[C@H](F)C3)nc12,6.56
C#Cc1cccc(N2C(=O)c3ccccc3C2c2ccc3[nH]c(NC(=O)OC)nc3c2)c1F,7
C#Cc1cc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)ccc1F,7
CNC(=O)c1cc(Oc2ccc(NC(=O)c3ccc(F)cc3)cc2)ccc1N,6.52
COc1cc(Nc2cncc(-c3ccc(NC(=O)Nc4ccccc4)cc3)n2)cc(OC)c1OC,5.94
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3C(=O)Nc3cccc(C(C)C)c3)cc2[nH]1,7
Cc1ccc(NC(=O)c2cc(CN(C)C)cc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1,7.93
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(S(=O)(=O)NC)cc4)cc23)c1F,8
CNC(=O)c1cc(Oc2ccc(C3=NNC(c4ccc(OC)cc4)C3)cc2)ccn1,4.3
Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,8.7
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(N(C)C3CCOCC3)c2)nn1,7.52
O=C(Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1)OCC1CCCN2CCCCC12,7
CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,5
C#CC(C)(C)c1cc(N=C(C)C)cc(C(=O)Nc2ccc(C)c(C(=O)Nc3cccnc3)c2)c1,7.12
CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Oc5ccccc5)cc4)ncc3c2)ccn1,6.22
CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(N5CCOCC5)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,7.6
Cc1ccc(C(=O)Nc2ccc3c(c2)C(C)(C)C(=O)N3CCN2CCCC2)cc1Nc1ncnc2cnc(N(C)CCN(C)C)nc12,7.8
COC(=O)N[C@@H](C)CNc1nccc(C2=C(c3cccc(NS(=O)(=O)c4c(F)cccc4F)c3F)C(=O)C(C)(CC(C)C)O2)n1,7.57
Cc1ccc(S(=O)(=O)NCCNc2nccc(-c3c(-c4cccc(N)c4)nc4sccn34)n2)cc1,7.23
CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)Nc3ccccc3Cl)c2)n1,8.28
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(N6CCN(C)CC6)c(F)c(C(F)(F)F)c5)ccc4C)c3n2)CC1,7.6
COc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)cc1C,6.23
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2c(N)nc(N3CCN(CC4CCCO4)CC3)nc12,8.22
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3ccccc3F)cc2N1,7
CNc1cncc(-c2cn(-c3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3C)nn2)c1,7.85
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2c(N)nc(N3C[C@@H]4C[C@H]3CN4)nc12,8.7
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N3CC[C@H](F)C3)nc12,8.7
Cc1ccc(C(=O)c2c(-c3ccccc3)n(C)n(-c3ccccc3)c2=O)c(N)c1-c1ccc2nc(C(F)(F)F)sc2c1,6
Cn1ccc2c(S(=O)(=O)Nc3ccc(F)c(Nc4ncccc4-c4ncnc5[nH]cnc45)c3F)cccc21,6.26
NC(=O)c1sc2nc(NC3CC3)nc(-c3cccc(N)c3)c2c1N,5.81
Cc1cc(Nc2c(-c3ncccn3)oc3cnccc23)c2cn[nH]c2c1Cl,9.52
CC(C)CC1(C)OC(c2ccnc(NCC3CCCO3)n2)=C(c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)C1=O,6.12
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(OC2CCOCC2)c(N2CCOCC2)c1,9.36
COc1cc(Cl)cc(-c2nn(-c3cccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c3)cc2-c2ccncc2)c1,6.32
Cn1cc(-c2ccc(-c3cc[nH]n3)cc2)c(-c2ccncc2)n1,7.165
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(C5=CCNC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,6.55
Cc1ccc(NC(=O)c2ccc(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCN(C(C)(C)C)CC3)c2)nn1,8.52
O=C(Nc1cccc(-c2cnc3c(NC(=O)c4cc(Cl)cc(Cl)c4)nccn23)c1)Nc1ccc(F)cc1F,4.9
CN(C)C(=O)Oc1ccc2c(=O)n(Cc3cccc([N+](=O)[O-])c3)c(=O)oc2c1,5
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CC(C)NC(C)C3)c2)nn1,8.05
O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(F)c(C(=O)c2c[nH]c3ncccc23)c1F,6.94
CN(C)CCc1ccccc1-c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12,6.5
CCN(CC)CCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,6.86
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(C5CCNCC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,7.15
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccncc3)ccc2[nH]1,5
CNc1ncc2c(Cl)cc(Oc3c(C)ccc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)c3N)cc2n1,6
O=C(Nc1cccc(Nc2ncccc2-c2ncnc3[nH]cnc23)c1)C1CC1,6.33
COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cccc(C(C)(C)C)c4)ccc3C)c2n1,9
COc1cc(-c2cc3c(Nc4cccc(O)c4)ncnc3cc2OC)ccc1O,7.045
Cc1ccc(NC(=O)c2cc(C)n(C(C)(C)C)n2)cc1-n1cc(-c2cncc(N3CCOCC3)c2)nn1,7.74
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(N(C)C)c3)ccc2[nH]1,7
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCCOCC3)nc12,8.7
Oc1cccc(-c2c(-c3ccncc3)nn3c(C4CC5CCC(C4)N5)ccnc23)c1,8.4
CCCS(=O)(=O)Nc1ccc(C)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,6.77
CNc1ccc(NC(=O)c2cc(NC(=O)c3cccc(C(C)(C)C#N)c3)ccc2C)cn1,7.42
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(OCCN5CCOCC5)nc4)cc23)c1F,8
COCCN(C)c1cncc(-c2cn(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccn4)ccc3C)nn2)c1,7.47
CCCN1CCN(c2cncc(-c3cn(-c4cc(NC(=O)c5cc(C)n(C(C)(C)C)n5)ccc4C)nn3)c2)CC1,7.96
Nc1ccccc1N1C(=O)c2ccccc2C1(O)c1ccc2c(c1)NC(=O)CO2,7
COc1cccc(N2CCN(c3c(CO)c(=O)oc4ccccc34)CC2)c1,5.75
CCN(CC)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(N(C)CCN(C)C)cc(C(F)(F)F)c4)ccc3C)c2n1,8.4
CC(C)(C)c1nc(-c2ccnc(N)n2)c(-c2cc(F)cc(NS(C)(=O)=O)c2Cl)[nH]1,8.3
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3C(F)(F)F)cc2N1,5
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(F)cc(NS(=O)(=O)C3CC3)c2F)n1,7.64
Cc1cc(C)c2c(=O)n(C(=O)c3cccs3)sc2n1,6.31
O=S(=O)(Nc1ccc(O)c2ccccc12)c1cccs1,5.13
CCS(=O)(=O)Nc1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,6.635
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(NCC(C)C)nc34)c2)cc1C(F)(F)F,9
COc1ccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c(C)c1,6.1
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1cccc2ccoc12,7.05
CNc1nccc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)n1,7.2
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)c1,8.62
COc1ccc(-c2cc3nccc(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)n3n2)cc1,5
O=C1NC(=S)N(c2cccc(Cl)c2Cl)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)cc2)o1,5.81
Cc1ccc(NC(=O)c2ccnc(C(C)(C)C#N)c2)cc1-c1cc(N2CCOCC2)ncn1,8.2
Cn1cc(-c2ccc3[nH]ccc3c2)c(-c2ccncc2)n1,6.06
COc1cc(Nc2cncc(Nc3cccc(F)c3)n2)cc(OC)c1OC,4.92
Cc1ccc(C(=O)N(C)C)cc1Nc1ncnc2cnc(NC3CCC(O)CC3)nc12,5.15
CC[C@H](c1ccccc1)N1C(=O)c2ccccc2C1(O)c1ccc2[nH]c(NC(=O)OC)nc2c1,7
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cn[nH]c4)cc23)c1F,8
Cc1ccc(C(=O)Nc2cc(CN3CCCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCC(F)CC3)nc12,8.7
Cc1ccc(C(=O)Nc2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N3CC[C@@H](F)C3)nc12,8.7
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3C)ccc2[nH]1,7
C=Cc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)c1,7
NCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,8.62
O=c1oc2ccccc2c(N2CCN(c3ccccc3)CC2)c1CO,5.05
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCC(N4CCN(C)CC4)C3)c2)nn1,8.22
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,7
CC(C)(C)c1cc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(N5CCOCC5)nc34)c2)no1,8.4
CN1C2CCC1CN(c1ccc(-c3ccnc4c(-c5ccc(Cl)c(O)c5)c(-c5ccncc5)nn34)cc1)C2,9.49
CNC[C@@H]1CN(c2cc(-c3cc(NC(=O)c4ccnc(C(C)(C)C#N)c4)ccc3C)ccn2)CCO1,8.53
O=C(Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1)OCC1CCC1,7
CCOC1(c2ccc3[nH]c(NC(=O)OC)nc3c2)c2ccccc2C(=O)N1Cc1ccccc1,7
CNS(=O)(=O)c1ccc(S(=O)(=O)C(C)(C)C)c(Nc2cc(Nc3ccc(Cl)cn3)ncn2)c1,5.7
CCOC(=O)c1sc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c(C#N)c1C,5.67
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(S(=O)(=O)N(C)C)cc4)cc23)c1F,8
COc1ccc(NC(=O)c2ccc(C(F)(F)F)c(Nc3ncnc4cnc(N(C)CCN(C)C)nc34)c2)cc1C(F)(F)F,6.01
Cc1cc(-c2cccnc2Nc2cccc(O)c2)nc(N)n1,6
CCCS(=O)(=O)Nc1cc(Cl)cc(-c2nn(C(C)C)cc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1F,8.7
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3C[C@@H](C)O[C@@H](C)C3)c2)nn1,7.59
O=C1c2ccccc2C(O)(c2ccc3[nH]cnc3c2)N1Cc1ccccc1,6
O=C(Nc1cc(N2CCOCC2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,7.53
COCCN1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)cc(NS(C)(=O)=O)c5OC)ccc4C)c3n2)CC1,7.31
O=C(Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1)Nc1ccc(F)c(C(F)(F)F)c1,7.49
COc1n[nH]c2ncc(-c3cn(-c4cccc(NS(=O)(=O)c5cccc(Cl)c5)c4)nn3)cc12,6
Cc1ccc(C(=O)NCc2cccc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(N3CCCC3)nc12,7.06
CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(F)cc(NS(=O)(=O)c3c(F)cccc3F)c2Cl)n1,9
CCCS(=O)(=O)Nc1ccc(F)c(NC(=O)Nc2ncnc3[nH]nc(OC)c23)c1F,8.8
O=C(Nc1cc(F)cc(Oc2ccnc(NC(=O)C3CC3)c2)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,8.29
O=C(Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1)OC1CCNCC1,7
Cc1ccc(C(=O)NCc2cccc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,7.3
Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,9
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Cc4ccccc4)c3)ccc2[nH]1,7
Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1NC(=O)c1ccc2nc(OCCN3CCCC3)ccc2c1,5.54
CN(C)CCOc1ccc(-c2nc(-c3ccc4cc(C(=O)O)ccc4c3)c(-c3ccncc3)[nH]2)cc1,5
CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(C(C)C)cc4)ncc3c2)ccn1,9
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(C)ccc3F)ccc2[nH]1,7
CCN(CC)c1ncc2ncnc(Nc3cc(C(=O)Nc4ccc(N(C)CCN(C)C)c(C(F)(F)F)c4)ccc3C)c2n1,8.52
Cc1ccc(NS(C)(=O)=O)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,5
CCCS(=O)(=O)Nc1ccc(F)c(CNc2cnc3ccccc3c2)c1F,5
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N3CC[C@@H](F)C3)nc12,8.7
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(N3CCOCC3)c2)nn1,7.92
O=C1NC(=S)NC(=O)C1=Cc1ccc(-c2ccc(Br)cc2)o1,6.33
CC(C)(COCc1ccccc1)COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,7
COC(=O)Nc1nc2ccc(C3(O)c4c(Cl)ccc(Cl)c4C(=O)N3c3cccc(Cl)c3F)cc2[nH]1,6
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(N2CCC(O)C2)n1,8.77
CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,4.46
Cc1ccc(N2C(=O)c3ccccc3C2(O)c2ccc3c(c2)NC(=O)CO3)cc1,5
c1ccc(-c2cc3ccncc3cc2OC2CCNCC2)cc1,5
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCN(C(C)C)CC3)nc12,8.7
Cc1ccc(C(=O)Nc2ccc3c(c2)C(C)(C)C(=O)N3CCN2CCCC2)cc1Nc1ncnc2cnc(N3CC[C@@H](F)C3)nc12,8.4
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)no4)c3)c2cc1OC,6.76
CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5c(F)cccc5F)c4)n3)cn2)CC1,8.89
COC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3c3cccc(C)c3F)cc2[nH]1,7
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1C(=O)Nc1cncc(Cl)c1,7.46
O=S(=O)(NCCNc1cc(-c2[nH]c(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)c1ccc(O)cc1,7.49
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3C[C@@H](C)O[C@@H](C)C3)nc12,7.85
Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCC(F)(F)F)nc12,8.7
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C/c1ccc(O)cc1,4.7
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c[nH]c1=O,7.65
Cc1ccc(C(=O)Nc2cc(OCCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(NCc3ccccc3)nc12,9
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1nc(N2CCOCC2)c2sccc2n1,9.82
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c2cc1OC,7.2
CNc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1,6.54
Cc1ccc(C(=O)Nc2ccc(Cl)c(Br)c2)cc1Nc1ncccc1-c1ncnc2[nH]cnc12,8.44
Cc1ccc(C(=O)Nc2cc(-n3ccnc3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,6.24
COc1ccc(-c2ccc3nccc(Nc4cccc5[nH]ncc45)c3c2)cc1OC,6.56
COc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCCN(C)CC3)nc12,8.7
CCCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,7
CCCS(=O)(=O)Nc1ccc(F)c(-c2ccc3cc(NC[C@@H](C)NC(=O)OC)ncc3c2)c1F,7.52
Cc1ccc(C(=O)Nc2cc(N3CCN(CC(C)C)CC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,8.4
CNS(=O)(=O)c1ccc(OCC(F)(F)F)c(Nc2ncnc3cc(OC)c(OC)c(OC)c23)c1,7.1
C/C(=N/Nc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1)c1ccc([N+](=O)[O-])cc1,5.34
COCCNc1ncc2ncnc(Nc3cc(C(=O)Nc4ccc(N(C)CCN(C)C)c(C(F)(F)F)c4)ccc3C)c2n1,9
Cc1cc(N2C[C@@H]3C[C@H]2CN3)ccc1-c1ccnc2c(-c3cccc(O)c3)c(-c3ccncc3)nn12,9.49
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2c(N)nc(N3CCN4CCCCC4C3)nc12,8.4
Cc1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc(C(=O)O)cc4)o3)C(=O)NC2=S)cc1,5.8
O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccc(OC(F)(F)F)cc4[nH]3)ccnc2N1,7.55
O=S(=O)(Nc1ccc(F)c(C#Cc2cnc3[nH]nc(-c4ccc(F)cc4)c3c2)c1F)c1cccnc1,7.96
Cn1ccc2cc(S(=O)(=O)Nc3ccc(F)c(Nc4ncccc4-c4ncnc5[nH]cnc45)c3F)ccc21,5
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCN(CCCN4CCCC4)CC3)nc12,9
O=C(c1ccc(-c2cccc3c2CCNC3)s1)N1N=C(c2cccnc2)CC1c1c(O)cccc1F,6.74
C#CCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,7
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3F)ccc2[nH]1,7
Cc1ccc(S(=O)(=O)NCCCNc2nccc(-c3[nH]c(-c4ccccc4)nc3-c3ccc(F)c(O)c3)n2)cc1,8.06
O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4cccc(C(F)(F)F)c4[nH]3)ccnc2N1,7.05
Cc1ccc(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)CCN(C)C)nc12,7.54
Nc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(=O)(=O)c3c(F)cccc3F)c2F)n1,10
CCN1CCN(c2cncc(-c3cn(-c4cc(C(=O)Nc5cc(C(F)(F)F)ccn5)ccc4C)nn3)c2)CC1,8.15
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cc(OC)c3c2)c1F,8.32
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCC(N(C)C)CC5)nc34)c2)cc1C(F)(F)F,9
Cc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2)cc1Nc1ncnc2cnc(N3CCCN(C)CC3)nc12,6.77
O=C(Nc1cccc(-c2ncnc3sc(-c4ccncc4)cc23)c1)c1cccc(C(F)(F)F)c1,7.1
COc1cccc(N2C(=O)CC(N3CCN(Cc4ccccc4)CC3)C2=O)c1,4
