Smile,pIC50
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1N(C)c1ncnc2cnc(NC3CCOC3)nc12,7.48
Cc1ccc(C(=O)Nc2cccc(N(C)C)c2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,8.3
O=[N+]([O-])c1ccc(C2=NN(C(=S)Nc3ccccc3)C(c3ccc4c(c3)OCCO4)C2)cc1,3.7
COCCN1CCC(Nc2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4C)c3n2)CC1,9
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOC[C@H]2CO)nc(N2CCOCC2)n1,8.84
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(N2CCOCC2)n1,8.74
CN(C)CCOc1ccc(-c2nc(-c3ccc4c([S+](C)[O-])csc4c3)c(-c3ccncc3)[nH]2)cc1,5
O=C(c1c(F)ccc(NS(=O)(=O)c2ccccn2)c1F)c1c[nH]c2ncncc12,5
CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,5
CNC(=O)c1ccc(Sc2cccc(NC(=S)Nc3ccc(OC(F)(F)F)cc3)c2)nc1,5.18
Cc1ccc(C(=O)Nc2nnc(C(F)(F)F)s2)cc1Nc1ncnc2cnc(N3CCNCC3)nc12,5.67
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(CN4CCN(C)CC4)cc3)cc2)ccn1,4
COCCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4ccc(OC)c(C(F)(F)F)c4)ccc3F)c2n1,8.7
O=S(=O)(NCCCNc1nccc(-n2ccc3cccnc32)n1)c1ccccc1,6.12
CC1(c2nc(-c3ccnc(NCCC#N)n3)c(-c3cc(F)cc(NS(C)(=O)=O)c3Cl)[nH]2)CC1,9.64
CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3Cl)CC2)ncn1,7.41
Oc1cccc(-c2c(-c3ccncc3)nn3c(-c4ccc(N[C@H]5CN6CCC5CC6)cc4)ccnc23)c1,9
O=C1CCc2c(Oc3ccc4c(c3)C3C(C4)C3C(=O)O)ccnc2N1,5.3
CCOC(=O)N1C2CCC1CC(c1ccnc3c(-c4ccc(C)c5[nH]ncc45)c(-c4ccncc4)nn13)C2,9.15
O=C(Nc1cnc(Oc2ccnc(NC(=O)C3CC3)c2)c(Cl)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,7.74
CC(C)n1nc(C#Cc2cccc3c(Nc4cccc(C(F)(F)F)c4)cccc23)c2c(N)ncnc21,6.52
CN1C[C@@H]2C[C@H]1CN2c1c(F)c(F)c(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)c(F)c1F,9.46
O=C(Nc1cccc(Nc2cc3c(cc2Cl)C(=O)NC3=O)c1)c1cccc(C(F)(F)F)c1,8
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1NC(=O)c1cnc2ccccc2c1,8.3
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCN(CC(C)C)CC3)c2)nn1,7.89
O=C(Cc1cccc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,5
COCCC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,7.455
CN1C[C@@H]2C[C@H]1CN2c1ccc(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)c(F)c1,9.64
CN(C)CCCNS(=O)(=O)c1ccc2[nH]c3c(C(N)=O)nccc3c2c1,5.79
CNc1ncc2ncnc(Nc3cc(C(=O)Nc4cc(N(C)CCN(C)C)cc(C(F)(F)F)c4)ccc3C)c2n1,9
CCOC(=O)c1ccc(Nc2ccnc(SCC(=O)c3ccc(C#N)cc3)n2)cc1,6.82
NC(=O)c1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,6.885
Cc1ccc(C(=O)Nc2cccc(N(C)C)c2)cc1Nc1ncnc2cnc(N3CC[C@@H](F)C3)nc12,9
Cc1ccc(NC(=O)c2ccc(C(C)(C)C)o2)cc1-n1cc(-c2cncc(N3CCN(C)CC3)c2)nn1,8.7
CNc1cc(Oc2ccc(NC(=O)Nc3ccccc3)cc2)ncn1,5.7
CC(C)(CN)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,8.22
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(C5CCNC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,6.82
O=c1[nH]c2nccc(Oc3ccc(NS(=O)(=O)c4ccc(C(F)(F)F)cc4)cc3)c2[nH]1,4
COc1cc(-c2ccc3ncnc(Nc4ccccc4)c3c2)ccc1O,6.085
COc1n[nH]c2ncc(-c3cn(-c4cc(NS(=O)(=O)c5cccc(Cl)c5)ccc4F)nn3)cc12,6.48
CCCS(=O)(=O)Nc1ccc(F)c(-c2ccc3ccncc3c2)c1F,6.47
COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)c4cccc(F)c4)c3F)cc12,9.15
Cc1cccc(Cl)c1S(=O)(=O)Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F,7.1
Nc1c(C(=O)O)c(-c2ccncc2)nn1-c1c(Cl)cc(Cl)cc1Cl,4
Cc1ccc(C(=O)Nc2cc(CN3CCCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCCCC3)nc12,8.7
O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4cccc(F)c4[nH]3)ccnc2N1,7.96
COc1cc(-c2ccc3ncnc(Nc4cccc(O)c4Cl)c3c2)ccc1O,7.33
C[C@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,7.15
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,4
Cc1ccnc(Nc2nc3cc(C4(O)c5ccccc5C(=O)N4c4cccc(Cl)c4F)ccc3[nH]2)n1,7
O=C(CCCOCc1ccccc1)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,7
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cccc(NS(C)(=O)=O)c2F)n1,9.21
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCN(C4CCN(C)CC4)CC3)nc12,8.4
Cc1ncc(NC(=O)c2cccc(S(C)(=O)=O)c2)cc1-c1ccnc(N2CCOCC2)c1,7.73
COc1ccc(C(=O)Nc2ccc(OC)c(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCCN(C)CC3)nc12,8.52
CCN1C2CCC1CC(c1ccnc3c(-c4ccc(C)c5[nH]ncc45)c(-c4ccncc4)nn13)C2,7.77
O=C(Nc1cccc(-c2ccnc3c(-c4ccc(CN5CCCC5)cc4)cnn23)c1)c1cccc(C(F)(F)F)c1,7.7
CNS(=O)(=O)c1ccc(N2CCOCC2)c(Nc2ncnc3[nH]cc(C)c23)c1,8.89
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N5CCN(C)CC5)cc34)c2)cc1C(F)(F)F,6.65
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(F)c(Cl)c3)ccc2[nH]1,7
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3C(C)c3cc(Cl)ccc3C)ccc2[nH]1,6
CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)(C)C)c4)cnc3c2)ccn1,7.6
Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)n1,8.5
COc1cc(Nc2cncc(-c3cccnc3)n2)cc(OC)c1OC,4.66
CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OC(F)(F)O4)n2)c1,4.43
Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C(C)(C)c1ncnc2[nH]ccc12,8.21
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)nn2C)cc1Nc1ncnc2cnc(N3CCOCC3)nc12,9
Cc1ccc(C(=O)Nc2cc(CN3CCCC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N(C)C)nc12,8.7
CC(C)COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,7
CNC(=O)c1ccc(Sc2ccc(NC(=S)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)nc1,7.56
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3ccc(F)c(F)c3)cc2N1,6
CSc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1,4.52
CCOC(=O)c1cccc(-c2cncc(Nc3cc(OC)c(OC)c(OC)c3)n2)c1,4.85
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3Cl)cc2N1,5
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(NS(=O)(=O)C(C)C)cc(OC(F)F)c2)n1,7.95
COc1n[nH]c2ncc(NC(=O)c3c(F)ccc(NS(=O)(=O)NCC(F)F)c3F)cc12,7.89
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(O[C@H](C)C#N)c(N2CCOCC2)c1,8.99
COc1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1F,6.9
Cc1ccc(C(=O)Nc2cc(N(C)CCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCOCC3)nc12,9
NC(=O)c1nccc2c1[nH]c1ccc(S(=O)(=O)NCCCO)cc12,4.69
CN(C)C1CCN(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)C1,7.96
CNc1ncnc2c(Nc3cccc(NC(=O)c4cccc(C(C)(C)C#N)c4)c3)ncnc12,7.89
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)nc(NS(C)(=O)=O)n1,8.46
CCc1n[nH]c2c(Cl)ccc(Nc3c(-c4ncccn4)oc4cnccc34)c12,9.1
CCOC(=O)N1C2CCC1CC(c1ccnc3c(-c4ccc(-c5nnco5)cc4)c(-c4ccncc4)nn13)C2,6.82
COC(=O)C1CC2c3c(cnc4c(-c5ccc(Cl)c(O)c5)c(-c5ccncc5)nn34)CC1N2C,8.8
Nc1cccc(-c2nc3sccn3c2-c2ccnc(NCCNS(=O)(=O)c3cccc4ccccc34)n2)c1,6.82
CN1C2CC(CO)C1Cc1cnc3c(-c4ccc(Cl)c(O)c4)c(-c4ccncc4)nn3c12,9.22
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccc(Br)cc3)cc2N1,5
COc1cc(Nc2cncc(Nc3cccc(NC(C)=O)c3)n2)cc(OC)c1OC,4.85
CNc1cc(Oc2c(C)cc(NC(=O)Nc3cccc(C(F)(F)F)c3)c3ccccc23)ncn1,5.7
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cccnc1,8.15
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCN(C)CC3)nc12,9
Nc1ncc(-c2cccc([N+](=O)[O-])c2F)cc1-c1ccc2c(c1)CCNC2=O,5.48
Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1Nc1ncnc2c(N)nc(N3CCCN(C)CC3)nc12,8.05
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCC(N4CCN(C)CC4)CC3)c2)nn1,8
O=C1CCc2c(Oc3ccc4c(c3)C3C(C4)C3c3nc4ccccc4s3)ccnc2N1,7.06
N#Cc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)cc(C(F)(F)F)c1,7.14
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CCN(CC4CCN(C)CC4)CC3)nc12,9
Cc1ccc(C(=O)Nc2ccnc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(N3CCC(CCN(C)C)CC3)nc12,8.52
O=C(c1cccc(NS(=O)(=O)N2CCOCC2)c1F)c1c[nH]c2ncncc12,5
Cc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,5
Nc1nccc(C2=C(c3cc(Cl)cc(NS(=O)(=O)c4c(F)cccc4F)c3F)C(=O)C3(CCCC3)O2)n1,8.89
CC(C)N1C(=O)c2ccccc2C1(O)c1ccc2c(c1)NC(=O)CO2,5
CC(F)(F)c1cc(C(=O)Nc2c[nH]c(=O)c(-c3ccnc(N4CCOCC4)c3)c2)ccn1,4.6
COCCOc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,6.6
CNC(=O)c1cc(Oc2ccc3nc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)sc3c2)ccn1,6.88
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)C)on4)c3)c2cc1OC,6.45
Cc1ccc(C(=O)Nc2ccc3c(c2)C(C)(C)C(=O)N3CCN2CCCC2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,7.59
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc1-n1cc(-c2cncc(NCC3CCCO3)c2)nn1,7.96
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2cc(F)cc(NS(C)(=O)=O)c2Cl)n1,5.69
Fc1cccc(-c2ccc3ncnc(Nc4cccc5[nH]ncc45)c3c2)c1,6.58
CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(C(F)(F)F)cc4)ncc3c2)ccn1,7.17
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1Nc1ncnc2cnc(N3CCN(CC4CCN(C)CC4)CC3)nc12,9
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(F)c(C)c3)ccc2[nH]1,7
C=Cc1cccc(N2C(=O)c3ccccc3C2(O)c2ccc3[nH]c(NC(=O)OC)nc3c2)c1F,7
CC(C)N1CCN(c2ncc3ncnc(Nc4cc(C(=O)Nc5cc(C(C)(C)C)on5)ccc4F)c3n2)CC1,8.52
COC(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3Cc3cccc(F)c3)cc2[nH]1,7
O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,4
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ncnc2[nH]cnc12,8.6
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CC3(COC3)C2)nc(N2CCOCC2)n1,8.61
CC(=O)Nc1cccc(-c2cncc(Nc3ccccc3)n2)c1,5.01
CC(C)(C)c1cc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(N5CCN(CC6CC6)CC5)nc34)c2)no1,8.4
COc1ccc(Nc2ncccc2-c2nc(C)nc3nc[nH]c23)cn1,6
O=C(Nc1cccc(-n2cc(-c3ccncc3)c(-c3cc(O)cc(Cl)c3)n2)c1)c1ccccc1,7.59
COc1cccc(C(=O)Nc2ccc(C)c(C(=O)Nc3ccc(-c4ncc[nH]4)nc3)c2)c1,5.61
C/C(Cl)=C/Cn1c(N/N=C(/C)c2ccc([N+](=O)[O-])cc2)nc2c1c(=O)[nH]c(=O)n2C,4.76
COCC(C)(C)COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)ccc2[nH]1,7
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3c(F)ccc(Br)c3F)ccc2[nH]1,7
CN1CCN(c2ccc(-c3cnn4c(-c5cc(NC(=O)c6cccc(C(F)(F)F)c6)ccc5F)ccnc34)cn2)CC1,7.52
CS(=O)(=O)N(CCC#N)Cc1ccc(/C=C2/C(=O)NC(=S)N(c3ccc(Cl)c(Cl)c3)C2=O)o1,6.09
Cn1c(C2C3Oc4ccc(Oc5ccnc6c5CCC(=O)N6)cc4C32)nc2cc(C(F)(F)F)ccc21,7.33
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C(C)(C)C)[nH]c2-c2cc(NS(=O)(=O)C(C)C)c(C)c(OC)c2)n1,6.72
CN1CCN(CCCOC(=O)Nc2nc3ccc(C4(O)c5ccccc5C(=O)N4Cc4ccccc4)cc3[nH]2)CC1,7
CNC(=O)c1cc(Oc2ccc(NC(=O)c3ccc(Cl)c(C(F)(F)F)c3)cc2)ccc1N,7.14
Cc1nc(NCC#N)nc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,5.92
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1ccc(F)c(Cl)c1,6.52
Cc1cc(NS(C)(=O)=O)c(F)c(-c2[nH]c(C3(C)CC3)nc2-c2ccnc(NCCC#N)n2)c1,9.43
CCOC(=O)c1cnn2c(-c3cccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)c3)ccnc12,5.44
CC(=O)NS(=O)(=O)c1ccc2[nH]c3cnccc3c2c1,4.23
CCCS(=O)(=O)Nc1cccc(-c2[nH]c(C3CC3)nc2-c2ccnc(NCCC(N)=O)n2)c1F,8.7
CNC(=O)c1cc(Oc2cccc(CCC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c2)ccn1,7.33
Cc1ccc(-c2cc3cccc(C#Cc4nn(C(C)C)c5ncnc(N)c45)c3cn2)cc1,7.62
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2=O)nc(N2CCOCC2)n1,8.52
CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,7.4
CC(C)c1nc(-c2ccc(F)c(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1,8.42
CC(C)(CN1CCCCC1)C(=O)Nc1nc2ccc(C3(O)c4ccccc4C(=O)N3Cc3ccccc3)cc2[nH]1,6
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C5(C(F)(F)F)CC5)on4)c3)c2cc1OC,6.33
COCCNc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,6.98
CCOC(=O)c1cnn2c(-c3cccc(NC(=O)Nc4ccc(F)c(C(F)(F)F)c4)c3)ccnc12,6.62
CN(C)CCOc1ccc(-c2nc(-c3ccc4c(C=O)csc4c3)c(-c3ccncc3)[nH]2)cc1,5
CCCCS(=O)(=O)Nc1ccc(F)c(-c2cc3cnc4[nH]nc(C5CC5)c4c3cc2OC)c1Cl,7.77
CCOC(=O)c1ccc(Nc2ccnc(SCC(=O)c3ccc(OC)cc3)n2)cc1,6.39
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)cn(C)c1=O,7.08
COc1ccc(C(F)(F)F)cc1NC(=O)c1ccc(C)c(Nc2ncnc3cnc(N4CC[C@H](F)C4)nc23)c1,8.7
COCCNC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,6.3
Cn1cc(O)c(-c2ccncc2)n1,6
CC(C)(C)c1nc(-c2ccnc(N)n2)c(-c2cccc(NS(C)(=O)=O)c2Cl)[nH]1,7.26
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(Cl)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1,8.56
Cc1ccc(C(=O)Nc2cc(N3CCN(CC(C)C)CC3)cc(C(F)(F)F)c2)cc1Nc1ncnc2cnc(N3CC[C@H](F)C3)nc12,8.1
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(CN(C)C)c3)ccc2[nH]1,7
O/N=C1\CCc2cc(-c3c[nH]nc3-c3ccncc3)ccc21,9.82
CCOC(=O)c1cnn2c(-c3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)ccnc12,6.44
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3Cc3cc(Br)ccc3F)cc2N1,6
CCOc1ncc(-c2cc(NC(=O)c3ccnc(C(F)(F)F)c3)ccc2C)cc1N1CCOCC1,8.58
CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(Cl)c4)ncc3c2)ccn1,6.18
COc1ccc(C(C)(C)C)cc1NC(=O)c1ccc(C)c(Nc2ncnc3cnc(N4CCCCC4)nc23)c1,8
CCC(C)S(=O)(=O)Nc1cccc(C(=O)c2c[nH]c3ncncc23)c1F,5
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCCN(c4ncccn4)CC3)nc12,9
O=S(=O)(Nc1ccc(F)c(C#Cc2cnc3[nH]ncc3c2)c1F)c1ccccn1,6.23
CCN1CCN(c2cc(C(=O)Nc3ccc(C)c(-c4cc(N5CCOCC5)c(=O)n(C)c4)c3)cc(C(F)(F)F)c2)CC1,8
O=C(Nc1cccc(-n2cc(-c3ccncc3)c(-c3cc(O)cc(Cl)c3)n2)c1)c1cccc(C(F)(F)F)c1,7.42
Cn1c(Nc2cccc(C(C)(C)C)c2)nc2cc(Oc3ccnc(NC(=O)C4CCNCC4)c3)ccc21,8.15
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2ccc(Oc3ccnc(-c4cnc(C(F)(F)F)[nH]4)c3)cc21,8.52
COc1cc(Nc2cncc(Oc3ccc(/C(C)=N/O)cc3)n2)cc(OC)c1OC,4.59
O=C(Nc1cccc(Nc2cc3c(cc2Cl)C(=O)NC3=O)c1)c1cccc(Br)c1,7.46
O=C1COc2ccc(C3(O)c4ccccc4C(=O)N3c3cc(F)cc(I)c3)cc2N1,6
CN(C)CCOc1ccc(-c2nc(-c3ccc4c(C(N)=O)coc4c3)c(-c3ccncc3)[nH]2)cc1,5
COc1cc(-c2c(-c3ccncc3)nn3c(-c4ccc(N5C[C@@H]6C[C@H]5CN6)cc4)ccnc23)ccc1F,8.06
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,9
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(N5CCN(C)CC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,6.65
Cc1ccc(NS(=O)(=O)CC2CC2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,5.7
CCS(=O)(=O)Nc1cc(Cl)cc(-c2[nH]c(C3CC3)nc2-c2ccnc(NC[C@H](C)NC(=O)OC)n2)c1F,9.62
CCN(CC)CCOC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cccc(Cl)c3F)ccc2[nH]1,7
Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2cc(NCCC(=O)O)ncn2)CC1,7.1
COc1ccc(NC(=O)c2ccc(C)c(Nc3ncnc4cnc(N(C)C5CCN(C)C5)nc34)c2)cc1C(F)(F)F,9
Cn1ncc2c(Oc3ccc4c(c3)nc(Nc3ccc(Br)cc3)n4C)ncnc21,7.39
COc1cc(-c2ccc3ncnc(Nc4ccc(C)c(O)c4)c3c2)ccc1O,6.71
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)cc2[nH]c(=O)oc12,8.3
CN(C)C(=O)Oc1ccc2oc(=O)n(Cc3cccc(NS(C)(=O)=O)c3F)c(=O)c2c1,5
CC(C)(C)c1cc(NC(=O)c2ccc(F)c(Nc3ncnc4cnc(N5CCOCC5)nc34)c2)[nH]n1,9
Cc1ccc(NC(=O)c2cc(C(C)(C)C)nn2C)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,6.66
CNC(=O)c1cc(Oc2ccc(NC(=O)c3ccc4ccccc4c3)cc2)ccc1N,6.63
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccccc3OC)ccc2[nH]1,7
CN(C)CCN(C)c1ncc2ncnc(Nc3cc(C(=O)Nc4cc(C(C)(C)C)on4)ccc3F)c2n1,8.52
Cc1ccc(NS(=O)(=O)C2CC2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,6.23
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)n[nH]2)cc1Nc1ncnc2c(N)nc(N3C[C@@H](C)N[C@@H](C)C3)nc12,8.7
Cc1ccc(C(=O)Nc2cc(C(C)(C)C)on2)cc1-n1cc(-c2cncc(N3CCN(C(C)C)C(C)C3)c2)nn1,7.7
O=C(c1ccc(-c2ccc(Cl)cc2)s1)N1N=C(c2cccnc2)CC1c1ccccc1O,6.85
CNC(=O)c1ccc(OC2CCC(NC(=O)Nc3ccc(OC(F)(F)F)cc3)CC2)cc1,5
CCn1cc(-c2ccnc3[nH]c(C(=O)O)cc23)c(-c2cccc(NC(=O)Nc3ccccc3)c2)n1,7.34
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ncnc2cnc(N(C)C3CCOC3)nc12,9
CCOC(=O)c1oc2cnccc2c1Nc1ccc2c(c1)CCC2=O,7.03
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncnc2c(N)nc(N3CCCN(c4ncccn4)CC3)nc12,7.35
Cc1ccc(C(=O)Nc2cccc(C(C)(C)C)c2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,9
CCN(CC)CCNC(=O)c1cnn2c(-c3cccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c3)ccnc12,6.77
CCOC(=O)c1oc2cnccc2c1Nc1ccc(Cl)c(O)c1,8.64
COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3ccc(F)c(Cl)c3F)ccc2[nH]1,7
Nc1nccc(C2=C(c3cc(Cl)cc(NS(=O)(=O)c4cc(F)ccc4F)c3F)C(=O)C3(CCCC3)O2)n1,8.59
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)F)on4)c3)c2cc1OC,6.56
O=S(=O)(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1cc2ccccc2o1,6.08
CC(=O)Nc1cccc2c(Oc3cncc(Nc4ccc5c(c4)C(=O)OC5)n3)cccc12,5.6
Fc1cc(CN2C[C@@H]3C[C@H]2CO3)ccc1-c1ccnc2c(-c3cccc4[nH]ncc34)c(-c3ccncc3)nn12,8.92
COc1ncc2ncnc(Nc3cc(C(=O)Nc4ccc(OC)c(C(F)(F)F)c4)ccc3C)c2n1,8.7
COc1c(NC(=O)c2ccc(C)c(Nc3ncnc4ccc(CC5CCN(C)CC5)nc34)c2)cc(C(C)(C)C)cc1NS(C)(=O)=O,6.44
COC(=O)N[C@@H](C)CNc1nccc(-c2nc(C3CC3)[nH]c2-c2cc(Cl)cc(NS(C)(=O)=O)c2Cl)n1,9.74
